Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,DistrictSize,new_district,IsDistrictLarge,MedPriceByDistrict,MedPriceByFloorYear
1.0,34.00266827637477,30.733023966598,5.0,2,2.0,2016,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,0,0,372,0,1,104300.89360893519,176912.07860305184
2.0,71.13968270467208,67.53272412242539,5.0,12,17.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,1,580,0,1,165993.29245046596,181467.96476949815
1.0,41.63755468326193,25.919574666212764,5.0,6,14.0,2009,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,119817.44845668125,227478.6879975081
3.0,65.43747065373229,40.225576127195076,8.0,8,12.0,1982,0.0,1,1,33,7425,1,2,5,1,0,0,0,0,1,0,0,386569.2558412736,234076.0658760037
2.0,54.429399215486384,32.140939004228,8.0,11,17.0,1998,0.0,1,1,30,5562,0,0,5,0,0,0,0,0,33,0,0,234191.89069896413,237885.89122667816
2.0,67.14452184089183,63.537563258645136,5.0,8,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,178456.97357523238,192086.8226061738
1.0,40.238901845870146,22.74654106113833,10.0,7,22.0,1990,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445,0,1,147956.0257349155,234076.0658760037
1.0,40.331177603959524,20.31857872186416,9.0,8,16.0,1977,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,58,0,0,163976.5353654754,192086.8226061738
2.0,61.03004139175594,36.09150823628677,10.0,17,22.0,1995,0.000991363,1,1,33,6783,3,1,9,1,0,0,0,0,24,0,0,191001.8692743558,281843.2505443552
2.0,61.95827227729607,58.35131369504938,5.0,1,1.0,1977,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,1,63,0,0,261628.82915457734,180382.19663356265
2.0,60.58532614258064,56.97836756033395,5.0,4,19.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,179630.40019799524,189145.45109120343
3.0,86.7302896327211,82.40193933402507,6.0,24,25.0,2014,0.041124634,1,1,46,9515,5,1,10,1,0,0,0,1,60,0,0,463959.18634767114,192555.49709032386
1.0,50.990813148989574,47.38385456674288,5.0,22,25.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,580,0,1,119817.44845668125,171739.19921978915
2.0,53.348531637978105,34.89594114071871,8.0,5,12.0,1979,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,86,0,0,233805.8487506346,189145.45109120343
2.0,54.284479331729536,33.18473251833627,8.0,9,12.0,1985,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,64,0,0,228796.54255505846,234076.0658760037
2.0,66.48615756229863,62.87919898005194,5.0,16,17.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,179630.40019799524,171739.19921978915
3.0,81.09492211604781,77.48796353380112,5.0,6,13.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,1,79,0,0,410641.4580360117,192086.8226061738
3.0,62.95415271524148,47.01131724277265,6.0,4,9.0,1971,0.035145267,1,1,42,9292,3,0,3,1,0,0,0,0,60,0,0,304640.10644178034,189145.45109120343
1.0,40.40210371544864,42.85985925233671,5.0,6,19.0,2017,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,119817.44845668125,178912.36908081267
2.0,57.410793953879,53.80383537163231,5.0,1,1.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,1,0,1,372,0,1,144402.24532042688,180382.19663356265
1.0,42.09572257404837,38.488763991801676,5.0,16,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,131151.38600978858,171739.19921978915
1.0,69.13558333810221,68.23296798489835,5.0,1,1.0,1977,0.011654127,1,1,4,915,0,0,0,1,0,1,0,0,580,0,1,119817.44845668125,180382.19663356265
2.0,67.17058663420276,63.56362805195607,5.0,11,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,178456.97357523238,181467.96476949815
2.0,52.99319998046605,29.641983095747555,8.0,11,12.0,1979,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,13,0,0,230376.45318496707,181467.96476949815
1.0,38.45122184009436,23.85230269993175,8.0,3,14.0,1995,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,53,0,0,165261.7109199198,205210.0685419325
4.0,117.75093306496484,72.75879318866373,10.0,5,17.0,2001,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,25,0,0,508664.1177214116,250383.83440186398
3.0,50.30629376229261,39.30982510981863,6.0,7,9.0,1975,0.13012277,1,1,8,1986,0,0,0,1,0,1,0,0,194,0,1,244756.66532510985,192086.8226061738
2.0,48.68480716964468,30.30490978230431,5.0,11,12.0,1972,0.122190486,1,1,25,4724,2,1,3,1,0,0,0,0,76,0,0,229959.31169911794,181467.96476949815
1.0,44.84656285873149,21.589865044817753,8.0,3,14.0,2004,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,20,0,0,175905.30146710208,241426.3960999263
2.0,45.6113316157937,32.25842690304263,9.0,3,9.0,1978,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,86,0,0,233805.8487506346,180382.19663356265
2.0,53.082926410390975,30.67264005899748,8.0,10,22.0,1988,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,194,0,1,189032.18374533387,237885.89122667816
2.0,66.43277587865138,34.827450611914806,11.0,7,22.0,2003,0.307466659,1,0,30,5048,9,2,5,1,0,0,0,0,50,0,0,189479.7265510652,227478.6879975081
2.0,54.12851737357112,28.7160742663048,8.0,22,25.0,1998,0.019508796000000002,1,1,37,7687,11,5,5,1,0,0,0,0,4,0,0,270102.0555523938,281843.2505443552
3.0,77.89159562228994,74.28463704004325,5.0,8,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,192086.8226061738
1.0,46.86822678046732,43.26126819822063,5.0,9,13.0,1977,0.341071945,1,1,27,5664,48,3,11,1,0,1,0,1,8,0,0,188842.2396846715,192086.8226061738
1.0,33.2701357488681,29.66317716662141,5.0,4,12.0,1977,0.23610845800000002,1,1,16,3893,27,3,10,1,0,0,0,1,22,0,0,160008.21236543995,189145.45109120343
2.0,62.47326666774808,36.151597126058114,10.0,16,16.0,1980,0.101872465,1,1,23,4583,3,3,3,1,0,0,0,0,64,0,0,228796.54255505846,171739.19921978915
2.0,57.393129278875676,59.021193644258794,5.0,15,17.0,2015,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,63,0,0,261628.82915457734,179466.09423541973
2.0,53.24602467850172,25.53398230783349,6.0,1,17.0,1973,0.31392455199999997,1,1,22,4625,11,2,10,1,0,1,0,0,116,0,1,265516.3911452103,180382.19663356265
1.0,35.390235379659565,21.675589451961883,5.0,3,5.0,1963,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,12,0,0,181278.1209192119,180382.19663356265
3.0,62.12908840412064,43.097441397545566,6.0,6,9.0,1983,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,325577.83755331865,234076.0658760037
1.0,42.03685098204589,41.70081859120765,5.0,12,17.0,2016,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,94,0,0,128976.01129552058,179466.09423541973
1.0,42.751559685164224,22.932047841218786,7.0,8,17.0,2011,0.458174486,1,0,26,4439,1,1,5,1,0,0,0,0,85,0,0,162575.90507577494,178912.36908081267
3.0,78.64986154906079,46.385710281431805,10.0,7,17.0,1986,0.0,1,1,23,5067,4,2,6,1,0,0,0,0,25,0,0,421899.00768154627,234076.0658760037
1.0,46.83816328264286,24.408928818453088,8.0,3,12.0,1983,0.300322518,1,1,52,10311,6,1,9,1,0,1,0,0,13,0,0,202382.4113344298,205210.0685419325
2.0,46.58357440828002,32.893988210219106,6.0,7,14.0,1975,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,60,0,0,202514.82509105158,192086.8226061738
2.0,64.81803582841137,61.21107724616468,5.0,9,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,192086.8226061738
2.0,42.30452339013871,28.313300476906747,5.0,5,5.0,1966,0.038692987000000005,1,1,28,6533,1,2,5,1,0,0,0,0,86,0,0,199436.51251826299,189145.45109120343
1.0,38.889472641980475,23.105652500825556,8.0,8,17.0,1992,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445,0,1,147956.0257349155,234076.0658760037
3.0,86.33854189991554,53.27191288078511,7.0,4,5.0,1955,0.150817539,1,1,16,3433,4,4,5,1,0,0,0,0,86,0,0,255889.16988594673,189145.45109120343
3.0,76.26562241911199,72.6586638368653,5.0,2,2.0,2016,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,1,148,0,1,197241.12388996888,176912.07860305184
1.0,56.62121688804484,47.732146757426946,5.0,3,13.0,1977,0.43788524,1,1,23,5735,3,0,5,1,0,1,0,0,117,0,1,121387.71128937096,180382.19663356265
2.0,44.75458899466805,31.76699330174301,6.0,2,9.0,1974,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117,0,1,182602.28698322122,180382.19663356265
2.0,55.212571898920714,32.2944309713568,11.0,7,16.0,1984,0.212515361,1,1,19,3293,16,3,7,1,0,0,0,0,16,0,0,230484.09082053544,234076.0658760037
2.0,64.15709934362465,60.55014076137796,5.0,11,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,181467.96476949815
1.0,28.366923219637386,15.139651196185673,5.0,4,5.0,1968,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,0,44,0,0,173629.32110106118,189145.45109120343
3.0,68.14034100496343,41.05635217288072,8.0,10,16.0,1983,0.460556389,1,1,20,4386,14,1,5,1,0,0,0,0,8,0,0,325235.9384478703,237885.89122667816
1.0,35.015986657752485,18.95505997108632,5.0,5,9.0,1965,0.341071945,1,1,27,5664,48,3,11,1,0,0,0,0,9,0,0,212186.45029955788,189145.45109120343
1.0,38.504036128873246,22.07808924782933,8.0,5,16.0,1983,0.038692987000000005,1,1,28,6533,1,2,5,1,0,0,0,0,86,0,0,156717.72231392798,217602.69968302205
2.0,57.44990023824583,34.546905082927005,8.0,1,12.0,1985,0.049637257000000004,1,1,34,7759,0,1,3,1,0,1,0,0,116,0,1,265516.3911452103,205210.0685419325
1.0,34.75825015112594,17.13038493386746,10.0,17,25.0,2013,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,580,0,1,119817.44845668125,192555.49709032386
2.0,57.01078025303732,33.47369242385395,9.0,4,12.0,1994,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,6,0,0,233260.80575095824,217602.69968302205
2.0,54.00444299491119,34.15984204321288,8.0,3,14.0,1995,0.002211665,1,1,39,7614,3,1,5,0,0,0,0,0,17,0,0,221536.26708582882,205210.0685419325
1.0,27.24573061664845,23.63877203440176,5.0,8,16.0,2016,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,1,580,0,1,119817.44845668125,178912.36908081267
3.0,78.09840688628209,41.400499417402976,8.0,4,5.0,1960,0.122190486,1,1,25,4724,2,1,3,1,0,0,0,0,76,0,0,289185.6414617484,189145.45109120343
1.0,39.95888017853965,36.35192159629296,5.0,3,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,104300.89360893519,180382.19663356265
3.0,75.63625182035322,44.477845639628065,10.0,4,22.0,1998,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,325577.83755331865,217602.69968302205
2.0,66.86848203196803,60.37595658392399,9.0,5,20.0,2019,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,165526.307915045
1.0,41.89372098114975,24.939008301249018,8.0,3,12.0,1979,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,64,0,0,175686.8706161037,180382.19663356265
2.0,52.080904592087116,31.21036073762537,9.0,12,12.0,1977,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,26,0,0,228984.58584293572,181467.96476949815
2.0,59.68976587801492,30.843831703855077,11.0,9,14.0,2004,0.31019913,1,1,11,2748,1,0,0,1,0,0,0,0,117,0,1,168157.30450718384,227478.6879975081
2.0,49.50851434558696,32.421213961834184,6.0,6,12.0,1972,0.219006007,1,1,28,6746,3,1,4,1,0,0,0,0,85,0,0,204352.46025654644,192086.8226061738
1.0,35.789860031321176,25.04234427408147,5.0,4,9.0,1962,0.21843974,1,1,21,4472,6,4,7,0,0,1,0,0,18,0,0,175833.62759127945,189145.45109120343
3.0,59.48382317400375,43.66981861113472,6.0,2,9.0,1965,0.035145267,1,1,42,9292,3,0,3,1,0,0,0,0,25,0,0,421899.00768154627,180382.19663356265
1.0,43.71130200188074,20.130060925637032,8.0,5,17.0,1989,0.090799103,1,1,74,19083,2,5,15,1,0,1,0,0,38,0,0,183450.81307694776,217602.69968302205
2.0,17.414181130625767,13.807222548379078,5.0,4,20.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,164,0,1,180750.47174904266,189145.45109120343
3.0,87.83840930534453,56.277507602993495,8.0,3,5.0,1958,0.24603154800000002,1,0,22,3151,4,3,3,1,0,0,0,0,54,0,0,225284.70023519953,180382.19663356265
3.0,71.16051032892688,67.55355174668018,5.0,9,13.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,0,1,0,1,580,0,1,207858.57125868363,192086.8226061738
2.0,37.280551745068415,23.829742843096682,7.0,1,9.0,1968,0.007658515,1,1,35,7077,56,3,19,1,0,1,0,0,5,0,0,221182.68009931233,180382.19663356265
2.0,54.36491265583171,50.75795407358502,5.0,1,13.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,1,0,1,372,0,1,144402.24532042688,180382.19663356265
1.0,35.95417719170154,21.05814235734233,9.0,15,16.0,1978,0.002211665,1,1,39,7614,3,1,5,0,0,0,0,0,164,0,1,131107.27196192677,181467.96476949815
1.0,62.11082307374674,52.81212805579791,5.0,31,44.0,2009,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,148,0,1,127160.13786863102,234614.2421975136
2.0,51.36070521527471,31.04494215103037,9.0,2,12.0,1972,0.118537385,1,1,30,6207,1,1,0,1,0,1,0,0,44,0,0,228501.5171060753,180382.19663356265
3.0,77.49502314248043,46.72082054745539,10.0,12,17.0,1993,0.019508796000000002,1,1,37,7687,11,5,5,1,0,0,0,0,16,0,0,427418.998862796,237885.89122667816
2.0,66.14025632025219,34.059070038148604,10.0,10,23.0,2007,0.0,1,1,6,2733,0,0,4,1,0,0,0,0,22,0,0,321049.2641093822,254236.32508556198
3.0,77.46638731575129,73.8594287335046,5.0,14,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,181467.96476949815
3.0,90.83424972225052,87.22729114000383,5.0,8,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,580,0,1,207858.57125868363,192086.8226061738
1.0,43.154322020210046,22.59072833950956,10.0,13,17.0,2013,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,119817.44845668125,179466.09423541973
2.0,64.46694451764054,34.737004388676766,10.0,12,22.0,2009,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,28,0,0,248276.5805421042,254236.32508556198
3.0,82.58822270648444,78.98126412423775,5.0,1,1.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,580,0,1,207858.57125868363,180382.19663356265
1.0,33.19948565923897,19.296583035331647,5.0,2,4.0,1964,0.036122292,1,1,24,4378,0,1,1,1,0,1,0,0,76,0,0,171145.16906879435,180382.19663356265
1.0,33.76184992383773,19.992943460725307,5.0,4,9.0,1980,0.041124634,1,1,46,9515,5,1,10,1,0,0,0,0,60,0,0,200468.34000580528,189145.45109120343
3.0,79.15715698019086,75.55019839794417,5.0,20,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,172778.61536482215,171739.19921978915
3.0,74.97021143640303,78.00342775540494,5.0,9,9.0,2014,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,79,0,0,410641.4580360117,178912.36908081267
2.0,64.10317334969275,60.49621476744606,5.0,4,12.0,2018,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,65,0,0,241279.0649899604,165526.307915045
1.0,34.839413527409484,20.19084996498728,5.0,3,5.0,1963,0.21843974,1,1,21,4472,6,4,7,0,0,1,0,0,6,0,0,182073.78105058928,180382.19663356265
3.0,71.88832396654219,68.2813653842955,5.0,13,15.0,1977,0.005767451,1,1,1,388,0,0,0,1,0,0,0,1,372,0,1,172778.61536482215,181467.96476949815
2.0,46.76017688460839,29.82914715605585,6.0,4,9.0,1974,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,19,0,0,203384.32802587762,189145.45109120343
3.0,45.37842417454849,30.651800602374987,6.0,1,4.0,1977,0.246623602,1,1,14,2940,45,3,6,1,0,1,0,0,3,0,0,429090.8812842873,180382.19663356265
2.0,45.94584533171404,28.65089004277748,6.0,12,12.0,1967,0.31019913,1,1,11,2748,1,0,0,1,0,1,0,0,194,0,1,189032.18374533387,181467.96476949815
2.0,55.69117730915346,52.08421872690677,5.0,9,17.0,1977,0.43788524,1,1,23,5735,3,0,5,1,0,0,0,1,117,0,1,168157.30450718384,192086.8226061738
2.0,66.781571620526,59.56765445603261,10.0,10,24.0,2017,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,179466.09423541973
2.0,45.34987928533079,31.964345637574876,5.0,3,5.0,1966,0.122190486,1,1,25,4724,2,1,3,1,0,1,0,0,76,0,0,229959.31169911794,180382.19663356265
1.0,36.031860838654865,22.604336605582407,6.0,9,9.0,1978,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,86,0,0,178707.2613129277,192086.8226061738
1.0,38.61679570298453,22.208640299826946,8.0,16,16.0,2007,0.158249043,1,1,21,5731,0,1,0,1,0,1,0,0,29,0,0,163165.9826430662,234614.2421975136
2.0,57.57557083133399,31.04481589297865,8.0,14,16.0,1980,0.101872465,1,1,23,4583,3,3,3,1,0,0,0,0,64,0,0,228796.54255505846,181467.96476949815
1.0,41.465929871645216,24.119405647589346,8.0,2,12.0,1982,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,51,0,0,147456.16058131488,205210.0685419325
2.0,62.65398924466346,59.047030662416766,5.0,22,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,171739.19921978915
3.0,125.01736784253704,121.41040926029035,5.0,3,13.0,1977,0.093442564,1,1,23,4635,5,2,4,1,0,1,0,1,44,0,0,448575.3340436623,180382.19663356265
3.0,94.41714800116232,56.74916901334571,11.0,6,18.0,2008,0.050755569,1,1,24,5469,1,0,1,1,0,0,0,0,29,0,0,265563.5821836319,227478.6879975081
1.0,34.30798789224144,22.56876900398641,6.0,6,9.0,1973,0.219006007,1,1,28,6746,3,1,4,1,0,0,0,0,36,0,0,162693.9877576261,192086.8226061738
3.0,96.28294188031641,56.75631049788554,10.0,18,20.0,2005,0.0,1,1,6,2733,0,0,4,1,0,0,0,0,22,0,0,433293.502674195,234614.2421975136
2.0,71.92755577473119,68.3205971924845,5.0,19,25.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,178456.97357523238,171739.19921978915
2.0,45.280336226618005,32.3709200226873,5.0,8,8.0,1967,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,56,0,0,183575.96316702542,192086.8226061738
3.0,63.36341257046213,42.21840147405821,8.0,3,9.0,1972,0.135649789,1,1,46,7960,6,3,11,1,0,0,0,0,16,0,0,291352.96534642536,180382.19663356265
4.0,155.93002308219886,76.83129273788872,6.0,6,22.0,2012,0.111627393,1,1,50,12238,8,2,3,1,0,0,0,0,26,0,0,559886.9653484939,178912.36908081267
1.0,49.29850301887125,51.13551204564258,9.0,9,12.0,2020,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,164,0,1,131107.27196192677,178912.36908081267
1.0,34.25374902203055,24.12377575132149,6.0,8,8.0,1983,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,0,76,0,0,167707.2845679715,234076.0658760037
2.0,65.38879649554885,61.781837913302155,5.0,11,22.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,181467.96476949815
1.0,41.995577099608795,43.681046390466356,5.0,12,20.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,147956.0257349155,181467.96476949815
2.0,78.92235034078669,79.8113575373521,5.0,1,1.0,2016,0.075778755,1,1,6,1437,3,0,2,1,0,1,0,0,65,0,0,241279.0649899604,176912.07860305184
1.0,38.070362207780036,23.339444900132516,6.0,9,12.0,2008,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,28,0,0,169057.51252221875,227478.6879975081
1.0,30.51361376131004,17.820602512676913,8.0,11,22.0,1989,0.0077202819999999985,1,1,38,4788,2,0,4,1,0,0,0,0,40,0,0,175424.96122363512,237885.89122667816
2.0,66.5251273369046,62.91816875465791,5.0,10,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,181467.96476949815
1.0,35.391014068577384,21.12243800474448,5.0,4,5.0,1966,0.042307270999999994,1,1,17,2810,9,3,6,1,0,0,0,0,6,0,0,190016.9873916081,189145.45109120343
2.0,59.809116876579644,35.24051528245901,10.0,15,17.0,1986,0.458174486,1,0,26,4439,1,1,5,1,0,0,0,0,85,0,0,204352.46025654644,237885.89122667816
2.0,54.51449987817621,30.49500602429679,9.0,8,17.0,2002,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,65,0,0,241279.0649899604,227478.6879975081
1.0,44.517852300834996,16.250381231627177,5.0,1,1.0,2015,0.017647053,1,1,2,469,0,0,0,1,0,1,0,0,580,0,1,119817.44845668125,176912.07860305184
2.0,46.969866917660205,28.424174319173797,5.0,4,5.0,1965,0.12209034699999999,1,1,29,6566,7,4,0,1,0,0,0,0,50,0,0,189479.7265510652,189145.45109120343
2.0,47.07595434614283,32.23338034236617,6.0,3,9.0,1978,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,51,0,0,243529.5045962189,180382.19663356265
3.0,78.10512649676525,2.361873020793116,5.0,1,1.0,2016,0.24320451899999998,1,1,5,1564,0,0,0,1,0,1,0,0,345,0,1,215707.92534743663,176912.07860305184
4.0,117.20193713831397,69.89809190057544,6.0,1,2.0,2017,0.093442564,1,1,23,4635,5,2,4,1,0,1,0,0,35,0,0,324972.0665575954,176912.07860305184
5.0,121.57742344734959,114.913843062608,5.0,1,1.0,1977,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,63,0,0,455446.393758171,180382.19663356265
1.0,42.838125746061024,21.957541060017967,10.0,8,17.0,2004,0.07542368,1,1,11,3097,0,0,0,1,0,0,0,0,580,0,1,119817.44845668125,227478.6879975081
2.0,79.67036067713255,76.06340209488586,5.0,10,13.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,1,0,1,445,0,1,203094.7278714942,181467.96476949815
1.0,39.98043207677402,22.266372820737534,8.0,5,10.0,1998,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,580,0,1,119817.44845668125,217602.69968302205
1.0,47.889736099421064,3.605018535806884,5.0,3,17.0,1977,0.43788524,1,1,23,5735,3,0,5,1,0,0,0,0,117,0,1,121387.71128937096,180382.19663356265
1.0,42.88271548966973,21.489374775240208,10.0,22,22.0,2009,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,580,0,1,119817.44845668125,234614.2421975136
1.0,33.487388127932036,18.201161561595235,6.0,7,9.0,1977,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,49,0,0,169809.79948078876,192086.8226061738
2.0,45.595235996477506,29.986187612050227,5.0,5,5.0,1961,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,6,0,0,241113.97692599712,189145.45109120343
3.0,106.24639772813984,64.45174731692428,6.0,9,18.0,2010,0.23610845800000002,1,1,16,3893,27,3,10,1,0,0,0,0,12,0,0,431812.74278489256,227478.6879975081
1.0,45.529046464116774,20.20080001026436,9.0,13,22.0,2009,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,2,0,0,231165.9633881455,254236.32508556198
2.0,59.1988915468934,35.92822456999305,10.0,7,17.0,1999,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,246103.408670882,234076.0658760037
1.0,36.43009532191913,18.738041507474954,9.0,2,12.0,1970,0.319809354,1,1,25,4756,16,5,8,1,0,0,0,0,10,0,0,184370.884913949,180382.19663356265
2.0,63.420246936267155,59.813288354020465,5.0,6,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,192086.8226061738
1.0,40.61055814702311,21.21177910870846,9.0,13,17.0,2006,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,139025.78503488025,254236.32508556198
2.0,60.87126567734032,38.42068102118979,10.0,2,2.0,1994,0.161531741,1,1,25,5648,1,2,4,1,1,1,0,0,194,0,1,189032.18374533387,205210.0685419325
3.0,61.05243416259882,45.51125734518987,6.0,3,9.0,1978,0.0,1,1,39,8647,0,0,5,1,0,0,0,0,18,0,0,262581.75301499624,180382.19663356265
1.0,38.14249875396275,16.18903707956192,7.0,11,16.0,2008,0.035145267,1,1,42,9292,3,0,3,1,0,1,0,0,58,0,0,175768.83156758404,254236.32508556198
1.0,35.49669429782044,23.171533840984736,5.0,6,9.0,1967,0.341071945,1,1,27,5664,48,3,11,1,0,0,0,0,9,0,0,212186.45029955788,192086.8226061738
1.0,29.607771063770752,12.333579646030982,8.0,17,25.0,1967,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,580,0,1,119817.44845668125,171739.19921978915
3.0,63.04444051929875,45.8773026582567,5.0,5,9.0,1966,0.050755569,1,1,24,5469,1,0,1,1,0,1,0,0,29,0,0,265563.5821836319,189145.45109120343
1.0,31.75321783434666,30.928076795745028,5.0,7,12.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,0,0,372,0,1,104300.89360893519,192086.8226061738
2.0,49.64266360693655,31.70909250321261,9.0,1,9.0,1978,0.23220508399999998,1,1,24,4860,1,0,3,1,0,0,0,0,76,0,0,229959.31169911794,180382.19663356265
1.0,35.50892799801245,15.837435359055238,9.0,6,17.0,2009,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445,0,1,147956.0257349155,227478.6879975081
2.0,65.18544795853667,39.04696189553185,6.0,4,5.0,1958,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,48,0,0,196775.94259491732,189145.45109120343
1.0,49.95262129698632,46.34566271473963,5.0,1,1.0,1977,0.051815435,1,1,5,1227,0,0,0,1,0,1,0,1,580,0,1,119817.44845668125,180382.19663356265
1.0,45.8402655481263,23.38009659889256,9.0,4,8.0,2005,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,51,0,0,171370.78448611306,250383.83440186398
1.0,32.10526954276245,21.234313785585393,5.0,2,4.0,1963,0.18878376600000002,1,1,31,6137,4,0,1,1,0,0,0,0,86,0,0,168432.15295425337,180382.19663356265
